0,1
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-082u\a01-082u-08.png,CHILDREN TWO men who are poles apart
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026g\g06-026g-04.png,assumption of the government by the Duke of Wellington .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-117u\a01-117u-08.png,patients Mr. Powell should take ruthless
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-053x\a01-053x-09.png,full Senate .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-063x\a01-063x-03.png,"problem with Dr. Brentano , the West"
h:/Desktop_Files/CSE472/Project/Dataset\lines\k07\k07-063a\k07-063a-00.png,"He looked at her . Head thrown back in a pool of hair ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024b\f07-024b-06.png,"languid flames at length subside , He"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084f\c03-084f-01.png,"quietly effective , giving full value to the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050r\g06-050r-04.png,"a strong , energetic man with a gentle and charming"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031f\g06-031f-00.png,' What a frightful event ! ' he wrote . ' I tremble ! What infatuation !
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-096u\a01-096u-06.png,Conservative . I am horrified and amazed
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096f\c03-096f-07.png,"accents , they act oddly like the queer"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084c\c03-084c-04.png,"dent television , Then We Fall , by Mr. Paul Ferris ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042o\g06-042o-01.png,"today , in the 1960s , no cure has been"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031f\g06-031f-04.png,"Commons House upon a dissolution , which must be had , will be"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-069a\h07-069a-00.png,But whereas the national annual average will settle
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094a\c03-094a-06.png,not asked to modulate from their set moods
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-088b\f07-088b-01.png,welcomed by men of genius as well as the foods for
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045j\g06-045j-08.png,Hahnemann .
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-042b\f07-042b-05.png,"white mice served alive , dipped in treacle"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047i\g06-047i-06.png,Anglesey consulted in May 1834 .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-091u\a01-091u-04.png,"Health Service "" and placing heavy burdens"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011p\g06-011p-07.png,"the soldier - a favourable change in my eye ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084c\c03-084c-06.png,the destructive power of unbridled ambition .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-132u\a01-132u-02.png,"in financing . "" The Government decided to"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011k\g06-011k-03.png,"anything . ' The Pearl ' , he wrote , ' is arrived , which"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011n\g06-011n-01.png,delighted in Naples . He told Cloncurry
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047j\g06-047j-03.png,"upon earth than a human being ' , had"
h:/Desktop_Files/CSE472/Project/Dataset\lines\n02\n02-082a\n02-082a-03.png,""" Whom you never once managed to circumvent . """
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-078a\h07-078a-01.png,"period has tended to grow , partly because"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045n\g06-045n-09.png,Dr. Samuel Hahnemann .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-007u\a01-007u-06.png,Nationalist Parties of Northern Rhodesia
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047d\g06-047d-06.png,consulted in May 1834 .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007e\c03-007e-02.png,England and has made it live . The shabby
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031h\g06-031h-05.png,"Ultratoryism , that the Commons House upon a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021a\c03-021a-07.png,her his forlorn gift of companionship and sym-
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045a\g06-045a-00.png,"In April of that year his first wife's brother-in-law ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-084b\f07-084b-00.png,"The "" pot-au-feu "" is as much a national institution"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011h\g06-011h-07.png,was a priest : here the priest is 1superceded by
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-051b\h07-051b-05.png,administrative and research establishments
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026p\g06-026p-02.png,that ever was . But he has not one word of English . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-068u\a01-068u-08.png,sum towards the cost of keeping American
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045i\g06-045i-01.png,"the diplomatist Lord Ponsonby , had written to advise"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-020x\a01-020x-05.png,rity they are seeking . African delegates are
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-043u\a01-043u-06.png,Weaver of New York . One of his tasks will
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-016c\c03-016c-03.png,"slatternly , promiscuous mother . In such"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-040b\h07-040b-08.png,cost of town centre development has been very
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031k\g06-031k-03.png,I cannot but fear that the exasperation of the
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-033a\h07-033a-09.png,"dependence on mobile shops , essential in the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-078a\h07-078a-00.png,At the present time in most of the towns the waiting
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047m\g06-047m-03.png,"upon earth than a human being ' , had an"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-087e\c03-087e-02.png,generate a melodramatic inevitability
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-000c\c03-000c-03.png,"directed by Mr. Tony Richardson , who is also part-"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-122u\a01-122u-03.png,"Brown commented icily . "" Let us have a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024a\f07-024a-02.png,When Achilles gave a royal feast the principal dish
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021d\c03-021d-08.png,"sympathy - "" you need someone to love you while"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-066b\h07-066b-02.png,established or proposed in all the towns . Because
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-016d\c03-016d-01.png,intense realism in the situation . A young
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042b\g06-042b-05.png,German curative method known as
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-030u\a01-030u-00.png,Northern Rhodesia is a member of the Federation .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045b\g06-045b-03.png,"give the system a trial , adding that it"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-020x\a01-020x-06.png,studying them today . The conference will meet
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026o\g06-026o-03.png,But he has not one word of English . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-039b\f07-039b-02.png,power in preventing the approaches of
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084d\c03-084d-03.png,emphasizing them . Last night's play in the
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-043x\a01-043x-04.png,senators of the Deep South . The negro is Mr.
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-033a\h07-033a-07.png,"for the traders , but too few may result in"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084e\c03-084e-07.png,power of unbridled ambition .
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-081a\f07-081a-09.png,exponents of things that are
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007a\c03-007a-07.png,integral part of the story .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037f\g06-037f-05.png,his painful malady . None of the numerous conventional remedies to
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-046a\f07-046a-03.png,peoples have a high opinion of the octopus
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024b\f07-024b-08.png,Above the coals the smoking fragment
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050g\g06-050g-01.png,"at Ko""then , near Leipzig , asking for advice . In doing so he"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-053x\a01-053x-04.png,of Investigation had reported on Mr. Weaver .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-069a\g07-069a-07.png,book and was content for it to be
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-087d\c03-087d-02.png,attempting to generate a melodramatic
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026c\g06-026c-03.png,While he was writing this letter he heard of the fall
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021a\c03-021a-04.png,"as much as to the expectant mother , who acts"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045c\g06-045c-03.png,it was being cultivated with extraordinary success in
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047p\g06-047p-00.png,"This remarkable man of medicine , whom Sir Francis Burdett"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-132u\a01-132u-07.png,Powell said that all these foods would
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047b\g06-047b-06.png,"was the Neapolitan , Dr Giuseppe Mauro ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-021a\f07-021a-03.png,because their pots would not stand fire ; but Jacob
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045m\g06-045m-08.png,Dr. Samuel Hahnemann .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-000e\c03-000e-00.png,The film version of Miss Shelagh Delaney's
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042h\g06-042h-05.png,method known as homoeopathy had been
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-071a\h07-071a-07.png,of the service industries . Schemes for training
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-102u\a01-102u-01.png,"healing the sick , my considered opinion is that"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031n\g06-031n-03.png,"for my country ! I may be mistaken ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021d\c03-021d-00.png,In Fanny the pregnant girl is befriended by
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084d\c03-084d-07.png,theme of the destructive power of unbridled
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-051b\h07-051b-02.png,and little can be done to stimulate them .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050o\g06-050o-08.png,"patient and persevering , ' but he appears"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047r\g06-047r-06.png,whom Anglesey consulted in May 1834 .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031b\g06-031b-08.png,"which must be had , will be a mass"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094b\c03-094b-03.png,"the editor , always comically abashed by the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084f\c03-084f-03.png,over-emphasizing them . Last night's play
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-040b\h07-040b-07.png,rents for their shops and shopping sites . The
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021b\c03-021b-06.png,"gift of companionship and sympathy - "" you need"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084f\c03-084f-00.png,Mr. Bryan Stonehouse's production is
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-081a\c03-081a-00.png,"Arguably , the dramatist has committed a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-087u\a01-087u-02.png,"charges . Mr. Powell , white-faced and"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-000a\c03-000a-01.png,play A Taste of Honey opens at the Leicester
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042l\g06-042l-03.png,"on the point of death , the new German curative method"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047i\g06-047i-01.png,Burdett described to Anglesey a year or two later as
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031k\g06-031k-00.png,' What a frightful event ! ' he wrote . ' I tremble ! What
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-087f\c03-087f-04.png,"world around him in complete , unredeemable"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011c\g06-011c-01.png,Naples . He told Cloncurry that he enjoyed it as
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026b\g06-026b-01.png,that I have an Italian who is perhaps
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-000f\c03-000f-06.png,advantages to be derived from this unity
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-032b\f07-032b-05.png,fication of the sense of smelling was a
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-057a\h07-057a-01.png,aware of the advantages of setting up offices in towns
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047a\g06-047a-05.png,"of Europe . One of these was the Neapolitan ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021c\c03-021c-05.png,comforter to her in her hour of need . He
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047a\g06-047a-02.png,as ' more like a God upon earth than a human
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-030x\a01-030x-01.png,ration . Mr. Macleod was not at the week-end
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-040b\h07-040b-02.png,"the small shoe-mender , with banks specially"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-000a\c03-000a-05.png,and the great advantages to be derived from
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003b\c03-003b-05.png,"In Fanny , which also has its premiere tomorrow ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021d\c03-021d-04.png,"as much as to the expectant mother , who"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045l\g06-045l-06.png,Dr. Samuel Hahnemann .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037m\g06-037m-06.png,effective alleviation of his painful malady .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003d\c03-003d-08.png,create the atmosphere of a city .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007e\c03-007e-04.png,"grounds , the public monuments and the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007a\c03-007a-05.png,"even the worn head-stones in the churchyard ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096e\c03-096e-01.png,explicably from appreciable motives . The
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047r\g06-047r-03.png,had an increasing number of disciples among
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-046b\f07-046b-04.png,So have the Japanese and the Chinese . The
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021e\c03-021e-00.png,In Fanny the pregnant girl is befriended
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084b\c03-084b-06.png,on the not unfamiliar theme of the destructive
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018e\g06-018e-04.png,"Naples . The journey has been against me , as there has"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-000b\f07-000b-00.png,SOME years ago a contemporary philosopher
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-046b\f07-046b-05.png,"Celestials , apart from eating it fresh , squash"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018i\g06-018i-03.png,"told Arthur , ' to find this place agree with me better than"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031l\g06-031l-05.png,"House upon a dissolution , which must be had , will be a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-068u\a01-068u-09.png,troops in Germany .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050b\g06-050b-04.png,"that he found Anglesey a strong , energetic man"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045j\g06-045j-06.png,treated under a doctor who had studied
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094b\c03-094b-01.png,"insensitively pushing , Miss Sheila Allen his"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-025a\h07-025a-01.png,prime need so far has been to provide employment
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-025a\h07-025a-08.png,coming into the town from surrounding
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-022a\g07-022a-01.png,and wrote to Lady Byron after she had
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011b\g06-011b-09.png,priest is 1superceded by the soldier -
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045b\g06-045b-04.png,was being cultivated with extraordinary
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-107u\a01-107u-01.png,"service , free to the patient at the point"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084c\c03-084c-03.png,"play in the "" Play of the Week "" series on indepen-"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031a\g06-031a-02.png,I really tremble for my country ! I may be
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031m\g06-031m-07.png,"mass of Radicalism , & then God knows"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-022a\g07-022a-03.png,Count Gamba - which was very distressing
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037m\g06-037m-02.png,"was here , I understand , but an express took"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-081a\c03-081a-05.png,"heard . However , Miss Pinkie Johnstone makes her"
h:/Desktop_Files/CSE472/Project/Dataset\lines\k07\k07-059a\k07-059a-01.png,"led along erotic paths which he knew existed , but"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-081b\c03-081b-04.png,"beautiful enigma , seen but not heard . However ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-077u\a01-077u-00.png,"And , since this is election year in West"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-087a\c03-087a-05.png,"We could , perhaps , say whether or not the attempt"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050i\g06-050i-07.png,cured . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026a\g06-026a-00.png,A pleasant life truly ! ... It so happens that I
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003c\c03-003c-00.png,This is not a filmed play . It has been con-
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031b\g06-031b-09.png,"of Radicalism , & then God knows what"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-122u\a01-122u-02.png,"to take on this vast industry , "" Mr."
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-082u\a01-082u-09.png,in personality last night dominated
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094a\c03-094a-03.png,"the editor , always comically abashed by the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-058u\a01-058u-05.png,And he indicated that his Government
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-003b\g07-003b-04.png,Gamba accompanied the remains of our deceased friend to Zante ... . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094d\c03-094d-07.png,asked to modulate from their set moods
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096c\c03-096c-07.png,of tradition .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018c\g06-018c-03.png,"he told Arthur , ' to find this place agree with"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045i\g06-045i-06.png,Dr. Samuel Hahnemann .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037l\g06-037l-03.png,While he was in Naples there had opened a new chapter
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018c\g06-018c-07.png,yet thought of a fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-003u\a01-003u-02.png,Ps are likely to turn down the Foot-
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045g\g06-045g-00.png,"In April of that year his first wife's brother-in-law , the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-076a\f07-076a-02.png,possibly comparable alone to a gypsy
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011h\g06-011h-04.png,resource . Vesuvius seems to be tired ; he is
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031g\g06-031g-00.png,' What a frightful event ! ' he wrote . ' I tremble ! What
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084f\c03-084f-08.png,of unbridled ambition .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-079a\g07-079a-06.png,"made a will in Augusta's favour , she had"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011a\g06-011a-07.png,other man was a priest : here the priest is
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011a\g06-011a-05.png,"# he is going out fast ... . What a gay , lively"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084e\c03-084e-00.png,Mr. Bryan Stonehouse's production is quietly
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084b\c03-084b-01.png,"effective , giving full value to the formal elements"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-022b\g07-022b-05.png,with great feeling . The unfortunate Augusta was
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018o\g06-018o-04.png,"he told Arthur , ' to find this place agree"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018e\g06-018e-05.png,"been much rain and damp , but the temperature is"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031m\g06-031m-06.png,"dissolution , which must be had , will be a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-081a\f07-081a-00.png,The French have an inborn appreciation
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-011u\a01-011u-05.png,course of action . Sir Roy is violently
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-092a\f07-092a-00.png,Dante Gabriel Rossetti had simple tastes
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026h\g06-026h-03.png,While he was writing this letter he heard of the fall
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031h\g06-031h-07.png,"of Radicalism , & then God knows what may"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011h\g06-011h-06.png,"what a busy town . At Rome , every other man"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024a\f07-024a-08.png,lifted urns
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018i\g06-018i-06.png,& I have not yet thought of a fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-084a\f07-084a-03.png,least once a week in every bourgeois
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047a\g06-047a-01.png,Burdett described to Anglesey a year or two later
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026k\g06-026k-02.png,Chambre that ever was . But he has not one word
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047n\g06-047n-03.png,"upon earth than a human being ' , had"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-014x\a01-014x-09.png,Macmillan at Chequers .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-072x\a01-072x-06.png,run the obvious risks in upsetting the new
h:/Desktop_Files/CSE472/Project/Dataset\lines\k07\k07-067a\k07-067a-01.png,shaking hands . She sat calmly on the bed smoking
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037g\g06-037g-02.png,but an express took him off yesterday . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-049u\a01-049u-01.png,sparked off the opposition by telling a
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-084c\c03-084c-05.png,was a morality on the not unfamiliar theme of
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031b\g06-031b-02.png,"indifferent , but I really tremble for my"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-032a\f07-032a-09.png,number of flowers far exceeded the number
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018o\g06-018o-01.png,"sent Pearl back to England , and returned"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-077u\a01-077u-04.png,he did not know whether America was
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003a\c03-003a-06.png,"also has its premiere tomorrow , the director ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-081e\c03-081e-05.png,"not heard . However , Miss Pinkie Johnstone"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-028a\g07-028a-04.png,"ever more daring themes , teaching the world"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031r\g06-031r-06.png,"will be a mass of Radicalism , & then God knows what"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-084a\f07-084a-05.png,waxed enthusiastic about Bouilla-
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-021b\f07-021b-02.png,"Britons , I believe , used to make water hot"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047f\g06-047f-01.png,to Anglesey a year or two later as ' more like a God upon earth
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024a\f07-024a-03.png,"was a grill , which he cooked himself , and he knew"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026m\g06-026m-04.png,"this letter he heard of the fall of the Whigs , and"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-071a\g07-071a-09.png,she was not only of nearer consanguinity
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-081d\c03-081d-06.png,"makes her few brief scenes effective , and Mr."
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-088b\f07-088b-04.png,it # impaired the intellectual faculties . Bunyan's
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003d\c03-003d-06.png,"also has its premiere tomorrow , the director ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050n\g06-050n-02.png,"Leipzig , asking for advice . In doing"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045d\g06-045d-04.png,and that he himself was being treated under a doctor
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-038x\a01-038x-04.png,called on Mr. Macmillan to cease his negotiations with
